Timestamp,HeadPosX,HeadPosY,HeadPosZ,GazeX,GazeY,GazeZ
25.98556,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
26.98643,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
27.99157,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
28.98626,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
29.98114,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
31.04668,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
31.99178,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
32.9851,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
33.98578,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
34.98433,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
35.98457,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
36.98209,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
37.99231,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
38.98513,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
39.99135,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
40.98548,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
41.98272,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
42.98775,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
43.98409,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
44.98684,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
45.98701,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
46.98473,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
47.99023,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
48.98514,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
49.98922,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
50.98664,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
51.98842,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
52.98392,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
53.98851,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
54.98586,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
55.98129,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
56.98351,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
57.98569,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
58.98398,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
59.98812,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
60.98118,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
62.02229,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
62.98825,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
63.98859,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
64.98305,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
65.98614,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
66.98135,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
67.9825,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
68.98957,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
69.99091,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
70.98786,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
71.98228,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
72.98896,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
73.98267,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
74.9852,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
